2.144305513145095590e-16 1.502825092742871910e-17 -8.516083098808539554e-19 -3.193273528082218348e-18 -1.793869807054395669e-18 6.817747149266751431e-19 -1.421203580465949448e-20 1.862096376053343792e-18 1.111595666536122418e-19 6.408460023711085265e-19
1.502825092742871910e-17 1.051436550444876394e-16 2.890797074451834406e-18 -4.803107534464964404e-18 3.912532380817967012e-19 1.616084936426306671e-19 -8.419089731551012988e-19 -3.950167510650874322e-19 5.962910570658077093e-20 9.498901820766322384e-19
-8.516083098808539554e-19 2.890797074451834406e-18 5.333065713652204034e-17 2.043106098506061267e-18 2.585306118350100286e-19 8.311806891504933101e-19 2.423871700851210547e-19 1.341139244417727720e-18 4.531741002206979304e-19 3.222033481252273187e-20
-3.193273528082218348e-18 -4.803107534464964404e-18 2.043106098506061267e-18 2.570034393626359373e-17 1.093347232758508950e-18 9.070640394346890578e-19 6.270051157569506864e-19 -5.247527590863685218e-19 -8.882565039238865646e-20 2.976438522414004077e-19
-1.793869807054395669e-18 3.912532380817967012e-19 2.585306118350100286e-19 1.093347232758508950e-18 1.354194194202938219e-17 1.108162168039666282e-18 3.123624399120342894e-19 -4.281219490461907934e-19 1.246612234487645522e-19 1.058687891916333788e-20
6.817747149266751431e-19 1.616084936426306671e-19 8.311806891504933101e-19 9.070640394346890578e-19 1.108162168039666282e-18 7.176481208281244149e-18 6.067387302839492934e-20 2.269633398505602615e-19 4.417125964221090572e-19 2.984197719202812789e-19
-1.421203580465949448e-20 -8.419089731551012988e-19 2.423871700851210547e-19 6.270051157569506864e-19 3.123624399120342894e-19 6.067387302839492934e-20 4.288882043771783009e-18 -2.917952761305732627e-21 1.454087926824115697e-19 1.994900575090926033e-19
1.862096376053343792e-18 -3.950167510650874322e-19 1.341139244417727720e-18 -5.247527590863685218e-19 -4.281219490461907934e-19 2.269633398505602615e-19 -2.917952761305732627e-21 2.626614804848320911e-18 2.000675501166337053e-19 7.744500277000920376e-20
1.111595666536122418e-19 5.962910570658077093e-20 4.531741002206979304e-19 -8.882565039238865646e-20 1.246612234487645522e-19 4.417125964221090572e-19 1.454087926824115697e-19 2.000675501166337053e-19 2.138352142091217889e-18 2.343546324381645491e-19
6.408460023711085265e-19 9.498901820766322384e-19 3.222033481252273187e-20 2.976438522414004077e-19 1.058687891916333788e-20 2.984197719202812789e-19 1.994900575090926033e-19 7.744500277000920376e-20 2.343546324381645491e-19 2.491869658751010353e-18
