100 2.857143e-02
101 2.857143e-02
102 2.857143e-02
103 2.857143e-02
104 2.857143e-02
105 2.857143e-02
106 2.857143e-02
107 2.857143e-02
108 2.857143e-02
109 2.857143e-02
110 2.857143e-02
111 2.857143e-02
112 2.857143e-02
113 2.857143e-02
114 2.857143e-02
115 2.857143e-02
116 2.857143e-02
117 2.857143e-02
118 2.857143e-02
119 2.857143e-02
120 2.857143e-02
121 2.857143e-02
122 2.857143e-02
123 2.857143e-02
124 2.857143e-02
125 2.857143e-02
126 2.857143e-02
127 2.857143e-02
128 2.857143e-02
129 2.857143e-02
130 2.857143e-02
131 2.857143e-02
132 2.857143e-02
133 2.857143e-02
134 2.857143e-02
