1	-0.00285050665904
2	-0.00232145816222
3	-0.00164391162625
4	-0.000783865601357
5	0.000114127572206
6	0.000956190979013
7	0.0016928167632
8	0.00225395856593
9	0.00260130976244
10	0.00270264529207
11	0.00263054930091
12	0.00226851477157
13	0.00170509461396
14	0.00100315424043
15	0.00034495097254
16	-0.00034349939129
17	-0.00113403556256
18	-0.00176630969341
19	-0.00252113473863
20	-0.00285650630565
21	-0.0023197033322
22	-0.00164353672876
23	-0.00078420147881
24	0.000115131336596
25	0.000955880365089
26	0.00169280602596
27	0.00225375964934
28	0.0026014744162
29	0.00270299682755
30	0.0026303739472
31	0.00226848733625
32	0.00170545273539
33	0.00100340195483
34	0.000345801913864
35	-0.000341912403062
36	-0.00113441747053
37	-0.00176634964386
38	-0.00252128450055
1	0.0424510917146
2	0.0399833831087
3	0.0366074756091
4	0.032022397243
5	0.0270494392928
6	0.0217507418131
7	0.0162561472468
8	0.0115678852005
9	0.00730942749537
10	0.00404282491941
11	0.00168170358866
12	0.00020982828725
13	-0.000465468161659
14	-0.000550746279938
15	-0.000249201142069
16	0.000226697673186
17	0.000645337229419
18	0.000920758954633
19	0.000877482202214
20	0.0424884977802
21	0.0399742026757
22	0.0366052751927
23	0.0320242516518
24	0.0270439803905
25	0.021752246603
26	0.0162570571948
27	0.0115663966533
28	0.00731220936436
29	0.00404648946311
30	0.001681285411
31	0.000209924533079
32	-0.000465258565938
33	-0.000550442506809
34	-0.000249124481725
35	0.000226797627535
36	0.000645633845124
37	0.000921029696029
38	0.000877650349855
